College                         			 					,Rating               			,Location									,Affiliate 					,Average Fee 								,Exam Accepted								,Review									
"HLM Law College, Ghaziabad","","Ghaziabad, Uttar Pradesh","BCI","₹31 K / yr LLB - avg fee",,
"HS Law College, Etah","","Etah, Uttar Pradesh","BCI","-- LLB",,
"Hakeem Mehtabuddin Hashmi College of Law , Jyotiba Phule Nagar","","Jyotiba Phule Nagar, Uttar Pradesh","BCI","₹14 K / yr LLB - avg fee",,
"Hari Shanker Prasad Law College, Ballia","","Ballia, Uttar Pradesh","BCI","₹9 K / yr LLB - avg fee",,
"Hitkarini Law College, Jabalpur","","Jabalpur, Madhya Pradesh","","₹14.2 K / yr LLB - avg fee","LSAT Ind...",""
"IIMT Law College, Meerut","","Meerut, Uttar Pradesh","BCI","₹34.5 K / yr LLB - avg fee",,
"IPEM Law Academy, Ghaziabad","","Ghaziabad, Uttar Pradesh","BCI","₹46.9 K / yr LLB - avg fee",,
"Indian Institute of Legal Studies - [IILS], Darjeeling","","Darjeeling, West Bengal","BCI","₹25 K / yr LLB - avg fee",,
"Institute of Law and Research - [ILR], Faridabad","","Faridabad, Haryana","BCI","₹50 K / yr LLB - avg fee",,
"Mangalayatan University, Institute of Legal Studies & Research - [ILSR], Aligarh","","Aligarh, Uttar Pradesh","BCI","₹40 K / yr LLB - avg fee",,
"JSS Law College - [JSLLC], Mysore","","Mysore, Karnataka","BCI, NAAC-A","₹44.4 K / yr LLB - avg fee","LSAT Ind...","3.7 / 5 2 reviews"
"JSS Sakri Law College, Hubli","","Hubli, Karnataka","BCI, NAAC-B","-- LLB",,
"Jagran School of Law, Dehradun","","Dehradun, Uttarakhand","UGC","₹75 K / yr LLB - avg fee",,
"Jharkhand Vidhi Mahavidyalaya - [JVM], Kodarma","","Kodarma, Jharkhand","BCI","₹9.97 K / yr LLB - avg fee",,
"KLE Societys Gurusiddappa Kotambri Law College, Hubli","","Hubli, Karnataka","BCI, NAAC-B","₹11.8 K / yr LLB - avg fee","LSAT Ind...",""
"K. S. Saket PG College, Faizabad","","Faizabad, Uttar Pradesh","NAAC-B","₹1.95 K / yr LLB - avg fee",,""
"Kamkus College of Law - [KCL], Ghaziabad","","Ghaziabad, Uttar Pradesh","BCI","₹28.8 K / yr LLB - avg fee",,
"LR Institute of Legal Studies, Solan","","Solan, Himachal Pradesh","UGC","-- LLB",,
"Lala Hansraj Phutela College of Law, Sirsa","","Sirsa, Haryana","BCI","-- LLB",,
"Libra College of Law, Dehradun","","Dehradun, Uttarakhand","BCI","₹66 K / yr LLB - avg fee",,
"M.B. Khalsa Law College, Indore","","Indore, Madhya Pradesh","BCI","₹30 K / yr LLB - avg fee",,
"MES Law College, Kannada","","Kannada, Karnataka","BCI, NAAC","₹1.38 K / yr LLB - avg fee",,
"Maa Vaishno Devi Educational Law College, Lucknow","","Lucknow, Uttar Pradesh","BCI","₹43.5 K / yr LLB - avg fee",,
"Madurai Law College, Madurai","","Madurai, Tamil Nadu","BCI","-- LLB",,
"Maharishi Dayanand Law P.G. College, Ganganagar","","Ganganagar, Rajasthan","BCI","₹56 K / yr LLB - avg fee",,
"Maharshi Dayanand Law College - [MDLC], Ganganagar","","Ganganagar, Rajasthan","BCI","-- LLB",,
"Mathura College of Law, Mirzapur","","Mirzapur, Uttar Pradesh","BCI","-- LLB",,
"Mewar Law Institute, Ghaziabad","","Ghaziabad, Uttar Pradesh","BCI","₹50 K / yr LLB - avg fee","CLAT","4.4 / 5 1 reviews"
"Model Public Law College, Sambhal","","Sambhal, Uttar Pradesh","BCI","₹15 K / yr LLB - avg fee","CLAT",""
"Modern College of Law, Ghaziabad","","Ghaziabad, Uttar Pradesh","BCI","₹28.8 K / yr LLB - avg fee",,""
"Mohammad Abdul Bari Institute of Juridical Science - [MABIJS], Murshidabad","","Murshidabad, West Bengal","BCI","₹20.4 K / yr LLB - avg fee",,
"Mother Teresa Law College - [MTLC], Jabalpur","","Jabalpur, Madhya Pradesh","BCI","₹12 K / yr LLB - avg fee",,
"Pt. Motilal Nehru Law College, Chhatarpur","","Chhatarpur, Madhya Pradesh","BCI","₹7.36 K / yr LLB - avg fee",,
"Nandini Nagar Vidhi Mahavidyalaya - [NNVM], Gonda","","Gonda, Uttar Pradesh","BCI","₹10 K / yr LLB - avg fee","CLAT",""
"Naravdeshwar Law College - [NVM], Lucknow","","Lucknow, Uttar Pradesh","BCI","₹16.9 K / yr LLB - avg fee",,
"Nawada Vidhi Mahavidyalaya, Nawada","","Nawada, Bihar","BCI","₹8 K / yr LLB - avg fee",,
"New Law College, Mumbai","","Mumbai, Maharashtra","BCI","₹45.8 K / yr LLB - avg fee","MH CET L...","2.5 / 5 2 reviews"
"Nims University, School of Law College, Jaipur","","Jaipur, Rajasthan","BCI","₹71 K / yr LLB - avg fee",,
"Panchami College of Law, Bangalore","","Bangalore, Karnataka","BCI","-- LLB",,
"Pandit Chintamani Smarak Shikshan Sansthan, Pratapgarh","","Pratapgarh, Uttar Pradesh","BCI, UGC","-- LLB","CLAT",""
"Phoolwati Institute of Law, Bagpat","","Bagpat, Uttar Pradesh","BCI","₹34.5 K / yr LLB - avg fee",,
"Rajesh Pandey College of Law - [RPCL], Ambedkar Nagar","","Ambedkar Nagar, Uttar Pradesh","BCI","₹50 K / yr LLB - avg fee",,
"University School of Law, Rayat Bahra University - [USL], Mohali","","Mohali, Punjab","BCI","₹50 K / yr LLB - avg fee",,
"SD College of Law, Muzaffarnagar","","Muzaffarnagar, Uttar Pradesh","BCI","₹50 K / yr LLB - avg fee","CLAT",""
"SS Maniyar Law College, Jalgaon","","Jalgaon, Maharashtra","NAAC","₹56 K / yr LLB - avg fee","MH CET L...",""
"Saifia College of Law, Bhopal","","Bhopal, Madhya Pradesh","","-- LLB",,
"Saraswati Vidya Mandir Law College - [SVMLC], Bulandshahr","","Bulandshahr, Uttar Pradesh","BCI","₹20 K / yr LLB - avg fee",,
"Sarvodaya Law College, Bangalore","","Bangalore, Karnataka","BCI","-- LLB",,
"Seth Motilal Law College, Jhunjhunu","","Jhunjhunu, Rajasthan","BCI","-- LLB",,
"Shahaji Law College, Kolhapur","","Kolhapur, Maharashtra","BCI, NAAC","-- LLB","CLAT",""
"Shankarrao Chavan Law College - [SCLC], Pune","","Pune, Maharashtra","BCI","-- LLB","MH CET L...","3.2 / 5 1 reviews"
"Shivani Gaurav Memorial Law College, Jaunpur","","Jaunpur, Uttar Pradesh","BCI","₹8.77 K / yr LLB - avg fee","CLAT",""
"Shri Shivaji Maratha Society's Law College - [SSMSLC], Pune","","Pune, Maharashtra","BCI","-- LLB","MH CET L...","1 / 5 1 reviews"
"Sir L A Shah Law College, Ahmedabad","","Ahmedabad, Gujarat","","₹5.4 K / yr LLB - avg fee",,
"Smt Kanti Singh Law College, Gyanpur","","Gyanpur, Uttar Pradesh","BCI","-- LLB",,
"Smt Velagapudi Durgamba Siddhartha Law College, Vijayawada","","Vijayawada, Andhra Pradesh","BCI","₹17.5 K / yr LLB - avg fee","AP LAWCE...",""
"Sri Narheji Law College, Ballia","","Ballia, Uttar Pradesh","BCI","₹35 K / yr LLB - avg fee",,
"Sri Padmavati Mahila Visvavidyalayam - [SPMVV], Tirupati","","Tirupati, Andhra Pradesh","UGC, NAAC-A","-- LLB","AP LAWCE...","3.9 / 5 2 reviews"
"St Mother Teresa Law Degree College, Lucknow","","Lucknow, Uttar Pradesh","BCI","₹21.3 K / yr LLB - avg fee",,
"St Wilfreds College of Law, Navi Mumbai","","Navi Mumbai, Maharashtra","BCI","-- LLB",,
"Sardar Patel Subharti Institute of Law - [SLC], Meerut","","Meerut, Uttar Pradesh","BCI","₹28.7 K / yr LLB - avg fee",,""
"Swami Devi Dyal College of Law - [SDDCL], Panchkula","","Panchkula, Haryana","BCI","₹30 K / yr LLB - avg fee",,
"Swami Shukdevanand Law College - [SSLC], Shahjahanpur","","Shahjahanpur, Uttar Pradesh","BCI, UGC","₹16.9 K / yr LLB - avg fee",,
"TRC Law College - [TRCLC], Barabanki","","Barabanki, Uttar Pradesh","BCI","₹22.3 K / yr LLB - avg fee","CLAT",""
"Tolani Institute of Law - [TIL], Kachchh","","Kachchh, Gujarat","BCI","-- LLB",,
"Translam College of Law, Meerut","","Meerut, Uttar Pradesh","BCI","₹50 K / yr LLB - avg fee",,
"Umanath Singh Law College - [USLC], Jaunpur","","Jaunpur, Uttar Pradesh","BCI","₹8.8 K / yr LLB - avg fee",,
"Unique College of Law - [UCL], Moradabad","","Moradabad, Uttar Pradesh","BCI","₹13.5 K / yr LLB - avg fee",,
"Unity Degree College, Lucknow","","Lucknow, Uttar Pradesh","NAAC, UGC","₹52 K / yr LLB - avg fee",,
"Unity Law College, Rudra pur","","Rudra pur, Uttarakhand","BCI","₹27.8 K / yr LLB - avg fee",,
"VMS College of Law, Gurdaspur","","Gurdaspur, Punjab","BCI","-- LLB",,""
"VV Puram Law College, Bangalore","","Bangalore, Karnataka","BCI","-- LLB",,""
"Vidya Prasarak Mandal TMC Law College, Thane","","Thane, Maharashtra","BCI, NAAC-C","₹8 K / yr LLB - avg fee",,""
"Vidya Vikas Law School - [VLS], Mysore","","Mysore, Karnataka","BCI","₹22 K / yr LLB - avg fee",,
"Vivek College of Law, Bijnor","","Bijnor, Uttar Pradesh","BCI","₹13.5 K / yr LLB - avg fee",,
"Bharati Vidyapeeth Yashwantrao Chavan Law College, Karad","","Karad, Maharashtra","BCI, UGC","₹1.8 K / yr LLB - avg fee","MH CET L...",""
"Priyadarshini College of Computer Sciences - [PCCS], Noida","","Noida, Uttar Pradesh","AICTE","-- LLB",,""
"Reliable Institute, Ghaziabad","","Ghaziabad, Uttar Pradesh","NCTE, BCI","₹35 K / yr LLB - avg fee","CLAT",""
"Shree H N Shukla College of IT and Management, Rajkot","","Rajkot, Gujarat","NCTE, BCI, AICTE","-- LLB",,""
"TN Rao College, Rajkot","","Rajkot, Gujarat","NAAC, UGC","₹15 K / yr LLB - avg fee",,""
"AP Narmda Mahavidyalaya, Jabalpur","","Jabalpur, Madhya Pradesh","NCTE, NAAC","₹11.1 K / yr LLB - avg fee",,
"Kashmir Creative Education Foundation - [KCEF], Pulwama","","Pulwama, Jammu and Kashmir","UGC","₹52 K / yr LLB - avg fee",,
"Shri Krishna College of Education, Bhaghpat","","Bhaghpat, Uttar Pradesh","NCTE, BCI","₹35.2 K / yr LLB - avg fee","CLAT",""
"Telangana University, Nizamabad","","Nizamabad, Telangana","UGC, NAAC-B","₹13 K / yr LLB - avg fee",,""
"Central University of South Bihar - [CUSB], Patna","","Patna, Bihar","BCI, AICTE, UGC, NAAC-A, MHRD","₹8.32 K / yr LLB - avg fee",,
"Jai Prakash University, Chapra","","Chapra, Bihar","UGC","-- LLB",,
"Auro University, Surat","","Surat, Gujarat","NAAC, UGC","₹1.45 L / yr LLB - avg fee","CLAT","3.8 / 5 3 reviews"
"Baba MastNath University - [BMU], Rohtak","","Rohtak, Haryana","PCI, INC, MCI, BCI, AICTE","₹30.5 K / yr LLB - avg fee",,""
"Bhagat Phool Singh Mahila Vishwavidyalaya - [BPSMV], Sonepat","","Sonepat, Haryana","AICTE, UGC","₹25 K / yr LLB - avg fee",,
"G D Goenka University - [GDGU], Gurgaon","","Gurgaon, Haryana","NCTE, COA, PCI, BCI, UGC","₹2.25 L / yr LLB - avg fee",,""
"Modern Vidya Niketan - [MVN University], Palwal","","Palwal, Haryana","NCTE, COA, PCI, BCI, NAAC","₹54 K / yr LLB - avg fee",,""
"NIILM University, Kaithal","","Kaithal, Haryana","","₹75 K / yr LLB - avg fee","CLAT","3 / 5 1 reviews"
"AP Goyal Shimla University, Shimla","","Shimla, Himachal Pradesh","BCI, UGC, AIU","₹50 K / yr LLB - avg fee",,""
"Career Point University - [CPU], Hamirpur","","Hamirpur, Himachal Pradesh","UGC","₹53 K / yr LLB - avg fee",,
"IEC University Baddi - [ICEU], Solan","","Solan, Himachal Pradesh","BCI, AICTE, UGC","₹77 K / yr LLB - avg fee",,""
"Manav Bharti University - [MBU], Solan","","Solan, Himachal Pradesh","PCI, BCI, AICTE, UGC","₹47 K / yr LLB - avg fee",,""
"Central University of Kashmir - [CU], Srinagar","","Srinagar, Jammu and Kashmir","AICTE, NAAC","₹9.3 K / yr LLB - avg fee","CUCET",""
"Sido Kanhu Murmu University - [SKMU], Dumka","","Dumka, Jharkhand","NCTE, UGC, MHRD","-- LLB",,
"Awadhesh Pratap Singh University - [APSU], Rewa","","Rewa, Madhya Pradesh","UGC","-- LLB",,""
"University of Science and Technology - [USTM], Ri-Bhoi","","Ri-Bhoi, Meghalaya","NCTE, BCI, AICTE, UGC, AIU","₹35.4 K / yr LLB - avg fee",,""
"Sri Guru Granth Sahib World University - [SGGSWU], Fatehgarh Sahib","","Fatehgarh Sahib, Punjab","NCTE, BCI, UGC","₹45.2 K / yr LLB - avg fee",,
"Bhagwant University, Ajmer","","Ajmer, Rajasthan","NCTE, BCI, AICTE, UGC, AIU","-- LLB",,""
"ICFAI University, Jaipur","","Jaipur, Rajasthan","BCI, AICTE, UGC, AIU","₹85 K / yr LLB - avg fee","CLAT","3.8 / 5 15 reviews"
"Jagdishprasad Jhabarmal Tibrewala University - [JJTU], Jhunjhunu","","Jhunjhunu, Rajasthan","UGC","₹25 K / yr LLB - avg fee",,""
"Maharaja Ganga Singh University, Bikaner","","Bikaner, Rajasthan","UGC","₹1.85 K / yr LLB - avg fee",,""
"Raffles University, Neemrana","","Neemrana, Rajasthan","BCI, UGC","₹1.32 L / yr LLB - avg fee",,""
"Sangam University - [SU], Bhilwara","","Bhilwara, Rajasthan","AICTE, UGC","₹50 K / yr LLB - avg fee",,""
"ICFAI University, Gangtok","","Gangtok, Sikkim","BCI, UGC, DEB","₹41 K / yr LLB - avg fee",,""
"Khwaja Moinuddin Chishti Urdu Arabi-Farsi University, Lucknow","","Lucknow, Uttar Pradesh","NAAC","-- LLB",,
"Mohammad Ali Jauhar University, Rampur","","Rampur, Uttar Pradesh","UGC","₹25.2 K / yr LLB - avg fee",,
"Monad University, Hapur","","Hapur, Uttar Pradesh","NCTE, COA, PCI, BCI, UGC","₹18.8 K / yr LLB - avg fee",,""
"Nehru Gram Bharati University - [NGBU], Allahabad","","Allahabad, Uttar Pradesh","AICTE, NAAC, UGC, NAAC-B","₹20 K / yr LLB - avg fee",,
"Himalayan Group of Professional Institutions, Sirmaur","","Sirmaur, Himachal Pradesh","AICTE","-- LLB",,""
"BES Group of Institutions, Bangalore","","Bangalore, Karnataka","","-- LLB",,
"B.S. Anangpuria Educational Institutes - [BSAEI], Faridabad","","Faridabad, Haryana","NCTE, PCI, BCI, AICTE","₹65 K / yr LLB - avg fee",,""
"Universal Group of Institutions - [UGI], Mohali","","Mohali, Punjab","AICTE","₹69.7 K / yr LLB - avg fee",,""
"Dayananda Sagar Institutions - [DSI], Bangalore","","Bangalore, Karnataka","DCI, AICTE, NAAC","-- LLB",,""
"Deepshikha Group of Colleges, Jaipur","","Jaipur, Rajasthan","AICTE","-- LLB",,""
"Vananchal Educational & Welfare Trust, Garhwa","","Garhwa, Jharkhand","DCI, INC, MCI","-- LLB",,
"Varu Institute of Professional Studies - [VIPS], Lucknow","","Lucknow, Uttar Pradesh","NCTE, PCI, INC, AICTE","-- LLB",,
"Dr Ambedkar Collge, Nagpur","","Nagpur, Maharashtra","NAAC","-- LLB",,
"Vivekananda Global University - [VGU], Jaipur","","Jaipur, Rajasthan","BCI","₹62.7 K / yr LLB - avg fee",,""
"Calorx Teachers' University, Ahmedabad","","Ahmedabad, Gujarat","UGC","-- LLB",,""
"SRM University - [SRM], Sonepat","","Sonepat, Haryana","AICTE, BCI, UGC, AIU","₹1.41 L / yr LLB - avg fee","CLAT","3.7 / 5 16 reviews"
"Jagannath University, Bahadurgarh","","Bahadurgarh, Haryana","NCTE, BCI, UGC, AIU","₹79 K / yr LLB - avg fee","CLAT","3.9 / 5 11 reviews"
"Apex Professional University - [APU], Pasighat","","Pasighat, Arunachal Pradesh","UGC","₹41.5 K / yr LLB - avg fee",,
"Himalayan University - [HU], Papum Pare","","Papum Pare, Arunachal Pradesh","RCI, PCI, AICTE, BCI, UGC","₹22 K / yr LLB - avg fee",,
"Jagran Lakecity University - [JLU], Bhopal","","Bhopal, Madhya Pradesh","AICTE, BCI, UGC","₹1.17 L / yr LLB - avg fee","CLAT","3.9 / 5 18 reviews"
"REVA University, Bangalore","","Bangalore, Karnataka","COA, AICTE, BCI, UGC","₹82.6 K / yr LLB - avg fee",,""
"Tamil Nadu National Law School - [TNNLS], Thiruchirapalli","","Thiruchirapalli, Tamil Nadu","BCI, UGC","₹1.15 L / yr LLB - avg fee","CLAT",""
"Government Law College, Vellore","","Vellore, Tamil Nadu","BCI","₹1.43 K / yr LLB - avg fee","CLAT",""
"Government Law College, Tirunelveli","","Tirunelveli, Tamil Nadu","BCI","₹2.64 K / yr LLB - avg fee","CLAT",""
"Naralkar Institute of Career Development & Research, Pune","","Pune, Maharashtra","AICTE","-- LLB",,
"Adamas University, Kolkata","","Kolkata, West Bengal","BCI, UGC","₹1.31 L / yr LLB - avg fee",,""
"Mahatma Gandhi University, School of Indian Legal Thought, Kottayam","","Kottayam, Kerala","BCI","₹25.2 K / yr LLB - avg fee",,""
"Rayat Bahra Patiala Campus, Patiala","","Patiala, Punjab","AICTE","₹50 K / yr LLB - avg fee",,""
"Rayat Bahra Ropar Campus, Ropar","","Ropar, Punjab","NCTE, PCI, AICTE, BCI","₹50 K / yr LLB - avg fee",,""
"Rayat Bahra Hoshiarpur Campus, Hoshiarpur","","Hoshiarpur, Punjab","NCTE, PCI, INC, AICTE, BCI","₹45 K / yr LLB - avg fee",,""
"Bennett University, Greater Noida","","Greater Noida, Uttar Pradesh","BCI, UGC","₹3 L / yr LLB - avg fee","CLAT","3.9 / 5 20 reviews"
"Shri Vaishnav Institute of Law - [SVIL], Indore","","Indore, Madhya Pradesh","BCI","₹20.7 K / yr LLB - avg fee",,""
"RNB Global University - [RNBGU], Bikaner","","Bikaner, Rajasthan","AICTE, BCI, UGC","₹1.27 L / yr LLB - avg fee",,""
"BLS Institute of Technology Management - [BLSITM], Bahadurgarh","","Bahadurgarh, Haryana","AICTE","₹73.3 K / yr LLB - avg fee","IPU CET",""
"BDS Institute of Management - [BDSIM], Meerut","","Meerut, Uttar Pradesh","NCTE, AICTE, BCI","₹50 K / yr LLB - avg fee",,
"Maharaja Agrasen University - [MAU], Solan","","Solan, Himachal Pradesh","COA, AICTE, BCI, UGC, AIU","₹62 K / yr LLB - avg fee",,
"Amity University, Raipur","","Raipur, Chhattisgarh","COA, AICTE, BCI, UGC","₹1.31 L / yr LLB - avg fee",,""
"North Eastern Regional Institute of Management - [NERIM], Guwahati","","Guwahati, Assam","NCTE, AICTE, BCI, MHRD","₹28 K / yr LLB - avg fee",,""
"Central University of South Bihar - [CUSBGC], Gaya","","Gaya, Bihar","AICTE, BCI, UGC, NAAC-A, MHRD","₹8.32 K / yr LLB - avg fee",,
"Maharashtra National Law University Mumbai, Mumbai","","Mumbai, Maharashtra","UGC","₹3.33 L / yr LLB - avg fee","CLAT",""
"Ishan Institute of Law, Greater Noida","","Greater Noida, Uttar Pradesh","BCI","₹30 K / yr LLB - avg fee",,
"Annamalai University, Directorate of Distance Education - [AUDDE], Cuddalore","","Cuddalore, Tamil Nadu","NCTE, UGC, NAAC-A","₹2.72 K / yr LLB - avg fee",,
"Dr. Ambedkar Government Law College, Chennai","","Chennai, Tamil Nadu","BCI","₹1.42 K / yr LLB - avg fee","CLAT",""
"Government Law College, Chengalpattu","","Chengalpattu, Tamil Nadu","BCI","₹1.47 K / yr LLB - avg fee","CLAT",""
"VIT Law School - [VITLS], Chennai","","Chennai, Tamil Nadu","BCI","₹1.61 L / yr LLB - avg fee","CLAT",""
"Sastra University, School of Law, Thanjavur","","Thanjavur, Tamil Nadu","BCI","₹1.04 L / yr LLB - avg fee",,
"Saveetha School of Law, Chennai","","Chennai, Tamil Nadu","BCI","₹1.78 L / yr LLB - avg fee",,
"Aditya College of Law, Agra","","Agra, Uttar Pradesh","BCI","₹1.35 L / yr LLB - avg fee",,""
"Presidency University, Bangalore","","Bangalore, Karnataka","AICTE, BCI, UGC, NAAC-A, AIU","₹1.28 L / yr LLB - avg fee","CLAT","3.8 / 5 13 reviews"
"Symbiosis International University - [SIUN], Noida","","Noida, Uttar Pradesh","UGC, NAAC-A","₹2.06 L / yr LLB - avg fee",,
"Symbiosis International University - [SIUH], Hyderabad","","Hyderabad, Telangana","AICTE, UGC, NAAC-A","₹2.37 L / yr LLB - avg fee",,
"Dr. A. P. J. Abdul Kalam University, Indore","","Indore, Madhya Pradesh","UGC","-- LLB",,
"IFIM Law College, Bangalore","","Bangalore, Karnataka","BCI","₹1.3 L / yr LLB - avg fee","CLAT",""
"University of Law College, Bangalore University, Bangalore","","Bangalore, Karnataka","BCI","₹9.27 K / yr LLB - avg fee",,
"School of Law, Christ University, Bangalore","","Bangalore, Karnataka","NAAC","₹1.71 L / yr LLB - avg fee",,""
"Rama University, Kanpur","","Kanpur, Uttar Pradesh","DCI, INC, MCI, BCI, AICTE","₹35 K / yr LLB - avg fee",,""
"Amity University, Ranchi","","Ranchi, Jharkhand","UGC","₹1.1 L / yr LLB - avg fee",,
"Brahmanand College, Kanpur","","Kanpur, Uttar Pradesh","UGC","-- LLB",,""
"Amity University, Mumbai","","Mumbai, Maharashtra","UGC","₹1.86 L / yr LLB - avg fee",,
"Amity University, Kolkata","","Kolkata, West Bengal","UGC","₹1.69 L / yr LLB - avg fee",,""
"K.L.E. Society's S.A. Manvi Law College, Gadag","","Gadag, Karnataka","BCI, NAAC-B","₹9.9 K / yr LLB - avg fee","LSAT Ind...",""
"S.C. Nandimath Law College, Bagalkot","","Bagalkot, Karnataka","UGC","₹12 K / yr LLB - avg fee",,
"The Oxford College of Law, Bangalore","","Bangalore, Karnataka","BCI","₹25 K / yr LLB - avg fee",,""
"S.E.A Law College, Bangalore","","Bangalore, Karnataka","BCI","₹9.9 K / yr LLB - avg fee",,
"Sri Kengal Hanumanthaiya Law College, Kolar","","Kolar, Karnataka","BCI","₹9.9 K / yr LLB - avg fee",,
"Shri Siddeshwar Law College, Bijapur","","Bijapur, Karnataka","BCI","₹50 K / yr LLB - avg fee",,
"N.A. Global Law School, Bangalore","","Bangalore, Karnataka","BCI","₹75 K / yr LLB - avg fee",,
"Sri. C.Bhimsen Rao National College of law, Shimoga","","Shimoga, Karnataka","NAAC, UGC","₹12 K / yr LLB - avg fee",,
"Dr.B.R. Ambedkar Law College , Bangalore","","Bangalore, Karnataka","BCI","₹12 K / yr LLB - avg fee",,
"Patel Law College, Bijapur","","Bijapur, Karnataka","BCI","₹10.1 K / yr LLB - avg fee",,
"CMR Law School - [CMRLS], Bangalore","","Bangalore, Karnataka","BCI","₹12 K / yr LLB - avg fee",,""
"Government Law College, Ramanagar","","Ramanagar, Karnataka","NAAC, UGC","₹11 K / yr LLB - avg fee",,
"Al-Ameen College of Law , Bangalore","","Bangalore, Karnataka","BCI","-- LLB",,
"Unitedworld School of Law - [UWSL], Gandhi Nagar","","Gandhi Nagar, Gujarat","BCI","-- LLB",,""
"Government Law College, Sriganganagar","","Sriganganagar, Rajasthan","","₹1.69 K / yr LLB - avg fee",,""
"Government Mohindra College, Patiala","","Patiala, Punjab","NAAC-A","₹48 K / yr LLB - avg fee",,""
"Institute of Business Studies and Research - [IBSAR], Karjat","","Karjat, Maharashtra","AICTE, BCI","₹13 K / yr LLB - avg fee",,""
"VIT University, Chennai","","Chennai, Tamil Nadu","UGC, MHRD","₹1.61 L / yr LLB - avg fee","CLAT",""
"City Group of Colleges - [CGC], Lucknow","","Lucknow, Uttar Pradesh","NCTE, AICTE","₹40 K / yr LLB - avg fee",,""
"NMIMS University, School of Law - [SOL], Mumbai","","Mumbai, Maharashtra","BCI","₹1.45 L / yr LLB - avg fee","CLAT","4.2 / 5 2 reviews"
"Aryans Group of Colleges, Patiala","","Patiala, Punjab","NCTE, INC, AICTE","₹27 K / yr LLB - avg fee",,""
"Institute of Law, Nirma University - [ILNU], Ahmedabad","","Ahmedabad, Gujarat","BCI","₹1.67 L / yr LLB - avg fee",,
"Noida International University, School of Law and Legal Affairs, Gautam Budh Nagar","","Gautam Budh Nagar, Uttar Pradesh","BCI","₹92.4 K / yr LLB - avg fee",,
"Ajeenkya DY Patil University - [ADYPU], Pune","","Pune, Maharashtra","AICTE, UGC","₹1 L / yr LLB - avg fee",,""
"Invertis Institute of Law - [IIL], Bareilly","","Bareilly, Uttar Pradesh","BCI","₹50 K / yr LLB - avg fee",,
"Shobhit University, School of Business Studies, Meerut","","Meerut, Uttar Pradesh","NAAC, UGC","₹75 K / yr LLB - avg fee",,
"Shobhit University, School of Law and Constitutional Studies, Meerut","","Meerut, Uttar Pradesh","BCI, NAAC","₹93 K / yr LLB - avg fee","CLAT",""
"Gitam, School of Law, Visakhapatnam","","Visakhapatnam, Andhra Pradesh","BCI","₹1.55 L / yr LLB - avg fee",,
"MATS School of Law, Raipur","","Raipur, Chhattisgarh","BCI, NAAC","₹48 K / yr LLB - avg fee","CLAT",""
"Shri Bhawani Niketan Law College, Jaipur","","Jaipur, Rajasthan","BCI","₹36 K / yr LLB - avg fee",,
"SGT University, Faculty of Law, Gurgaon","","Gurgaon, Haryana","BCI","₹1.2 L / yr LLB - avg fee",,
"JECRC University, School of Law, Jaipur","","Jaipur, Rajasthan","BCI","₹1.13 L / yr LLB - avg fee","CLAT",""
"KL University, College of Law, Guntur","","Guntur, Andhra Pradesh","BCI","₹43 K / yr LLB - avg fee",,
"Raffles University, School of Law, Alwar","","Alwar, Rajasthan","","₹1.2 L / yr LLB - avg fee",,
"Nehru Academy of Law, Palakkad","","Palakkad, Kerala","BCI","₹15 K / yr LLB - avg fee","CLAT",""
"University Institute of Legal Studies, Chandigarh University - [UILS], Chandigarh","","Chandigarh, Chandigarh","BCI","₹70 K / yr LLB - avg fee","PU LLB","3.4 / 5 1 reviews"
"Rayat College of Law - [RCL], Ropar","","Ropar, Punjab","BCI","₹55 K / yr LLB - avg fee",,
"KR Mangalam University, School of Law, Gurgaon","","Gurgaon, Haryana","BCI","₹1.35 L / yr LLB - avg fee",,
"Bahra Faculty of Law - [BCL], Patiala","","Patiala, Punjab","BCI","₹50 K / yr LLB - avg fee",,
"Bhagwant University, Department of Law, Ajmer","","Ajmer, Rajasthan","UGC","-- LLB",,
"Mody University, College of Law And Governance -[CLG], Sikar","","Sikar, Rajasthan","BCI","₹1.4 L / yr LLB - avg fee",,
"Maharishi Markandeshwar University, Department of Law, Ambala","","Ambala, Haryana","BCI","₹47.8 K / yr LLB - avg fee",,
"Biyani Law College - [BLC], Jaipur","","Jaipur, Rajasthan","BCI","-- LLB",,
"Sharda University, School of Law - [SOL], Greater Noida","","Greater Noida, Uttar Pradesh","BCI","₹1.58 L / yr LLB - avg fee",,
"SRM University, School of Law, Kanchipuram","","Kanchipuram, Tamil Nadu","BCI","₹1.52 L / yr LLB - avg fee",,
"Bharath Institute of Law, Chennai","","Chennai, Tamil Nadu","BCI","-- LLB",,
"VGU School of Law, Jaipur","","Jaipur, Rajasthan","BCI","₹1.2 L / yr LLB - avg fee","CLAT",""
"G D Goenka University, School of Law, Gurgaon","","Gurgaon, Haryana","BCI","₹2.25 L / yr LLB - avg fee",,
"Sangam University, School of Legal Studies, Bhilwara","","Bhilwara, Rajasthan","AICTE, UGC, NBA","-- LLB",,
"Ansal University, School of Law, Gurgaon","","Gurgaon, Haryana","BCI","₹1.87 L / yr LLB - avg fee","CLAT",""
"Jaipur National University, Seedling School of Law & Governance, Jaipur","","Jaipur, Rajasthan","BCI","-- LLB",,
