College                         			 					,Rating               			,Location									,Affiliate 					,Average Fee 								,Exam Accepted								,Review									
"Jamia's Ahmad Garib Unani Medical College, Nandurbar","","Nandurbar, Maharashtra","CCIM","₹82.2 K / yr UG Diploma in Medi...",,
"Ahmedabad Physiotherapy College, Ahmedabad","","Ahmedabad, Gujarat","IAP","₹84 K / yr Bachelor of Physio...",,""
"Al Shifa College of Nursing, Malappuram","","Malappuram, Kerala","INC","₹50 K / yr B.Sc (Nursing) - a...",,
"Al Shifa College of Paramedical Sciences, Perinthalmanna","","Perinthalmanna, Kerala","","₹41 K / yr B.Sc (Medicine) - ...",,""
"Aligarh Institute of ParaMedical Sciences, Aligarh","","Aligarh, Uttar Pradesh","","-- UG Diploma in Medi...",,
"All Saints Institute of Medical Sciences and Research, Ludhiana","","Ludhiana, Punjab","","-- Bachelor of Physio...",,"4.6 / 5 1 reviews"
"Amar Jyoti Institute of Physiotherapy, New Delhi","","New Delhi, Delhi NCR","","₹69.7 K / yr Bachelor of Physio...",,""
"Amity Institute of Physiotherapy - [AIPT], Noida","","Noida, Uttar Pradesh","IAP","₹52 K / yr Bachelor of Physio...",,""
"Anand Institute of Medical Science - [AIMS], Ludhiana","","Ludhiana, Punjab","","-- B.Sc (Medicine)",,""
"Ananthapuri Hospitals and Research Institute, Thiruvananthapuram","","Thiruvananthapuram, Kerala","","-- UG Diploma in Medi...",,
"Annai Nivetha Electropathy Medical College, Sivaganga","","Sivaganga, Tamil Nadu","","-- BHMS",,""
"Annapoorna Medical College and Hospital, Salem","","Salem, Tamil Nadu","MCI","₹2.6 L / yr MBBS - avg fee",,
"Annasaheb Chudaman Patil Memorial Medical College - [ACPM], Dhule","","Dhule, Maharashtra","MCI","-- MBBS",,
"Apex School of Dialysis Technology - [ASDT], Mumbai","","Mumbai, Maharashtra","","-- UG Diploma in Medi...",,
"Apollo Physiotherapy College, Hyderabad","","Hyderabad, Telangana","","-- Bachelor of Physio...",,""
"Apollo College of Physiotherapy, Durg","","Durg, Chhattisgarh","IAP","₹32.5 K / yr Bachelor of Physio...",,""
"Apollo Institute of Hospital Management and Allied Science, Chennai","","Chennai, Tamil Nadu","COA, PCI","₹30 K / yr B.Sc - avg fee",,""
"Asian Institute of Medical Sciences, Faridabad","","Faridabad, Haryana","","₹15.5 K / yr UG Diploma in Medi...",,
"Avigna Clinical Research Institute - [ACRI], Bangalore","","Bangalore, Karnataka","UGC","-- PG Diploma in Medi...",,
"Ayurved Mahavidyalaya, Nashik","","Nashik, Maharashtra","UGC","-- BAMS",,""
"Ayushman College, Bhopal","","Bhopal, Madhya Pradesh","","₹29.7 K / yr B.Sc (Medicine) - ...",,""
"Azeezia Medical College - [AIMS], Kollam","","Kollam, Kerala","MCI","₹5.41 L / yr MBBS - avg fee",,
"BCF College of Physiotherapy , Kottayam","","Kottayam, Kerala","IAP","₹43.1 K / yr Bachelor of Physio...",,
"BIMR College of Professional Studies, Gwalior","","Gwalior, Madhya Pradesh","","₹46.3 K / yr Bachelor of Physio...",,"4 / 5 1 reviews"
"Babe Ke Ayurvedic Medical College, Moga","","Moga, Punjab","NCTE","₹16 K / yr BAMS - avg fee",,"3.7 / 5 1 reviews"
"Banarsidas Chandiwala Institute of Physiotherapy - [BCIP], New Delhi","","New Delhi, Delhi NCR","","₹75.7 K / yr Bachelor of Physio...",,"3.6 / 5 3 reviews"
"Basaveshwara Medical College and Hospital - [BMCH], Chitradurga","","Chitradurga, Karnataka","MCI","₹84 K / yr MBBS - avg fee",,
"Belgaum Institute of Medical Sciences - [BIMS], Belgaum","","Belgaum, Karnataka","MCI","₹19.8 K / yr MBBS - avg fee",,"4.7 / 5 1 reviews"
"Bharath College of Parmedical Science, Kottayam","","Kottayam, Kerala","UGC","-- B.Sc (Medicine)",,""
"Bidar Institute of Medical Sciences, Bidar","","Bidar, Karnataka","MCI","₹11.4 K / yr MBBS - avg fee",,
"Bundelkhand Medical College, Sagar","","Sagar, Madhya Pradesh","MCI","₹54.9 K / yr MBBS - avg fee",,""
"CN Kothari Homoeopathic Medical College & Research Centre, Surat","","Surat, Gujarat","CCH","-- BHMS",,
"CU Shah Physiotherapy College, Surendra Nagar","","Surendra Nagar, Gujarat","IAP","-- Bachelor of Physio...",,""
"Chalmeda Anand Rao Institute of Medical Sciences - [CAIMS], Karim Nagar","","Karim Nagar, Telangana","MCI","₹11.6 L / yr MBBS - avg fee",,"3.8 / 5 1 reviews"
"Charotar Institute of Physiotherapy, Anand","","Anand, Gujarat","AICTE","₹75 K / yr Bachelor of Physio...",,""
"Clinical Research Education and Management Academy - [CREMA], Bangalore","","Bangalore, Karnataka","NAAC, UGC","-- PG Diploma in Medi...",,
"Co-Operative Institute of Health Sciences - [CIHS] Thalassery, Kannur","","Kannur, Kerala","","₹45.4 K / yr Bachelor of Physio...",,""
"Colaco Academy of Paramedical Sciences, Bangalore","","Bangalore, Karnataka","AICTE","-- UG Diploma in Medi...",,
"College of Applied Education and Health Sciences - [CAEHS], Meerut","","Meerut, Uttar Pradesh","AICTE","-- Bachelor of Physio...",,""
"Bharati Vidyapeeth Deemed University, Medical College School of Optometry, Pune","","Pune, Maharashtra","UGC, NAAC-A","-- M.Sc (Medicine)",,
"College of Physiotherapy Adesh Institute of Medical Sciences & Research - [AIMSR], Bathinda","","Bathinda, Punjab","MCI","-- Bachelor of Physio...",,
"DAV Institute of Physiotherapy & Rehabilitation, Jalandhar","","Jalandhar, Punjab","UGC","-- Bachelor of Physio...",,""
"Dasmesh College of Physiotherapy, Faridkot","","Faridkot, Punjab","DCI","-- Bachelor of Physio...",,""
"Dayanand Ayurvedic College, Jalandhar","","Jalandhar, Punjab","UGC","₹50 K / yr BAMS - avg fee",,
"Deoband Unani Medical College, Saharanpur","","Saharanpur, Uttar Pradesh","AICTE","₹1.6 L / yr BUMS - avg fee",,""
"DES Brijlal Jindal College of Physiotherapy, Pune","","Pune, Maharashtra","MCI","₹70 K / yr Bachelor of Physio...",,""
"Desert Medicine Research Centre - [DMRC], Jodhpur","","Jodhpur, Rajasthan","","-- MBBS",,""
"Dr. B.R. Sur Homoeopathic Medical College, Hospital and Research Centre, New Delhi","","New Delhi, Delhi NCR","BCI","₹9.83 K / yr BHMS - avg fee",,""
"D Y Patil Medical College, Kolhapur","","Kolhapur, Maharashtra","MCI","₹7.58 L / yr MBBS - avg fee",,"2.1 / 5 2 reviews"
"Dr Panjabrao Deshmukh Memorial Medical College, Amravati","","Amravati, Maharashtra","MCI","-- MBBS",,"2.6 / 5 1 reviews"
"Dr Rajendra Prasad Government Medical College - [RPGMC], Kangra","","Kangra, Himachal Pradesh","MCI","-- MBBS",,""
"Dr. S.R. Chandrasekhar Institute of Speech and Hearing - [SRCISH], Bangalore","","Bangalore, Karnataka","","-- B.Sc (Medicine)",,"3.4 / 5 1 reviews"
"Dr. Somervell Memorial CSI Medical College and Hospital - [Dr. SMCSI], Thiruvananthapuram","","Thiruvananthapuram, Kerala","MCI","₹7.4 L / yr MBBS - avg fee",,""
"Dr Vaishampayan Memorial Government Medical College, Solapur","","Solapur, Maharashtra","MCI","₹40 K / yr MBBS - avg fee",,""
"ESI Post Graduate Institute of Medical Science and Research - [PGIMSR], Kolkata","","Kolkata, West Bengal","MCI","₹24 K / yr MBBS - avg fee",,"4.1 / 5 1 reviews"
"Eram Unani Medical College and Hospital, Lucknow","","Lucknow, Uttar Pradesh","CCIM","₹1.6 L / yr BUMS - avg fee",,
"Father Muller College Allied Health Sciences, Mangalore","","Mangalore, Karnataka","AICTE, UGC","₹60 K / yr Bachelor of Physio...",,"2.9 / 5 1 reviews"
"Father Muller Homoeopathic Medical College, Mangalore","","Mangalore, Karnataka","CCH, NAAC-A","₹25.9 K / yr BHMS - avg fee",,""
"Father Muller Medical College - [FMMC], Mangalore","","Mangalore, Karnataka","MCI, NAAC-A","₹2.33 L / yr Bachelor of Physio...",,"4.9 / 5 1 reviews"
"Gajra Raja Medical College, Gwalior","","Gwalior, Madhya Pradesh","MCI","₹37.5 K / yr MBBS - avg fee",,""
"Geetanjali Medical College - [GMC], Udaipur","","Udaipur, Rajasthan","MCI","-- B.Sc (Medicine)",,"4.6 / 5 2 reviews"
"Gian Sagar College of Physiotherapy, Patiala","","Patiala, Punjab","","-- Bachelor of Physio...",,""
"Gian Sagar Medical College & Hospital, Patiala","","Patiala, Punjab","MCI","₹6.6 L / yr MBBS - avg fee",,""
"Global Institute of Regulatory Affairs - [GIRA], Pune","","Pune, Maharashtra","AICTE","-- PG Diploma in Medi...",,
"Government Ayurveda College, Thiruvananthapuram","","Thiruvananthapuram, Kerala","MCI","₹11.7 K / yr BAMS - avg fee",,
"Government ayurvedic college and Hospital, Gwalior","","Gwalior, Madhya Pradesh","CCIM","₹42.6 K / yr BAMS - avg fee",,""
"Government Dharmapuri Medical College, Dharmapuri","","Dharmapuri, Tamil Nadu","MCI, UGC","₹12.4 K / yr MBBS - avg fee",,""
"Government Medical College, Latur","","Latur, Maharashtra","MCI","₹56.5 K / yr MBBS - avg fee",,"4.3 / 5 1 reviews"
"Government Medical College & Hospital, Akola","","Akola, Maharashtra","MCI","₹73.5 K / yr MBBS - avg fee",,"3.6 / 5 3 reviews"
"Government Medical College, Srinagar","","Srinagar, Jammu and Kashmir","","-- MBBS",,"3.5 / 5 3 reviews"
"Government Medical College - [GMC], Jammu","","Jammu, Jammu and Kashmir","MCI","-- MBBS",,""
"Government Medical College, Bhavnagar","","Bhavnagar, Gujarat","MCI","₹6 K / yr MBBS - avg fee",,"3.9 / 5 4 reviews"
"Government Theni Medical College, Theni","","Theni, Tamil Nadu","MCI","₹12.3 K / yr MBBS - avg fee",,""
"Medical College, Baroda","","Baroda, Gujarat","MCI","-- MBBS",,"3.7 / 5 7 reviews"
"Government Ayurveda College Pariyaram, Kannur","","Kannur, Kerala","CCIM","₹15.4 K / yr BAMS - avg fee",,""
"Grace College of Health and Management, Kanyakumari","","Kanyakumari, Tamil Nadu","INC","-- B.Sc (Medicine)",,""
"Grameen Ayurvedic Medical College - [GAMC], Bagalkot","","Bagalkot, Karnataka","CCIM","₹23.5 K / yr BAMS - avg fee",,
"Gujarat Cancer and Research Institute - [GCRI], Ahmedabad","","Ahmedabad, Gujarat","MCI","-- M.Ch",,""
"Guru Nanak Ayurvedic Medical College, Muktsar","","Muktsar, Punjab","CCIM","-- BAMS",,
"Haniman Homeopathic College, Bhopal","","Bhopal, Madhya Pradesh","UGC","-- BHMS",,
"Hassan Institute of Medical Sciences - [HIMS], Hassan","","Hassan, Karnataka","MCI","₹22.9 K / yr MBBS - avg fee",,""
"Hind Institute of Medical Sciences - [HIMS], Lucknow","","Lucknow, Uttar Pradesh","MCI","₹10 L / yr MBBS - avg fee",,"4 / 5 1 reviews"
"ITM Institute of Health Sciences, Raigarh","","Raigarh, Maharashtra","AICTE","-- B.Sc (Medicine)",,"5 / 5 1 reviews"
"ITS Physiotherapy and Biotechnology College, Ghaziabad","","Ghaziabad, Uttar Pradesh","","₹42 K / yr Bachelor of Physio...",,""
"Indian Board of Alternative Medicines - [IBAM], Kolkata","","Kolkata, West Bengal","AICTE, UGC","₹44.1 K / yr MD - avg fee",,""
"Indira Gandhi Institute of Child Health - [IGICH], Bangalore","","Bangalore, Karnataka","AICTE","₹34.8 K / yr M.Ch - avg fee",,""
"Indira Gandhi Medical College - [IGMC], Shimla","","Shimla, Himachal Pradesh","MCI","₹13 K / yr B.Sc (Medicine) - ...",,"3.5 / 5 3 reviews"
"Innovative Centre for Biosciences Clinical Research, Mohali","","Mohali, Punjab","AICTE","-- PG Diploma in Medi...",,
"Institute of Alternative Medicine & Research - [IAMR], Kolkata","","Kolkata, West Bengal","UGC","-- UG Certificate in ...",,""
"Institute of Human Behaviour & Allied Sciences - [IHBAS], New Delhi","","New Delhi, Delhi NCR","MCI","₹8.56 K / yr MD - avg fee",,
"J Watumull Global Hospital and Research Centre, Sirohi","","Sirohi, Rajasthan","NBA","-- Diplomate National...",,
"JJM Medical College - [JJMMC], Davanagere","","Davanagere, Karnataka","MCI","₹4.89 K / yr MBBS - avg fee",,"4 / 5 4 reviews"
"JKK Muniraja Medical Research Foundation College of Occupational Therapy, Namakkal","","Namakkal, Tamil Nadu","","-- B.Sc (Medicine)",,""
"JSS College of Physiotherapy, Mysore","","Mysore, Karnataka","IAP","₹8.45 K / yr Bachelor of Physio...",,""
"JSS Medical College and Hospital, Mysore","","Mysore, Karnataka","NAAC-A","₹53.6 K / yr B.Sc (Medicine) - ...",,"4 / 5 3 reviews"
"Jaipur Occupational Therapy College - [JOTC], Jaipur","","Jaipur, Rajasthan","NAAC, UGC","-- B.Sc (Medicine)",,""
"Jaipur Physiotherapy College and Hospital, Jaipur","","Jaipur, Rajasthan","NAAC","₹48.9 K / yr Bachelor of Physio...",,""
"Jamia Tibbiya Deoband, Saharanpur","","Saharanpur, Uttar Pradesh","BCI","-- UG Diploma in Medi...",,
"Jaslok Hospital and Research Centre, Mumbai","","Mumbai, Maharashtra","MCI","-- Diplomate National...",,""
"Jawaharlal Nehru Medical College, Belagavi","","Belagavi, Karnataka","MCI, NAAC-A, MHRD","₹7.3 L / yr MBBS - avg fee",,"3.5 / 5 4 reviews"
"JDT Islam College of Physiotherapy, Calicut","","Calicut, Kerala","INC","₹44.4 K / yr Bachelor of Physio...",,""
"Jubilee Mission Medical College and Research Institute - [JMMCRI], Thrissur","","Thrissur, Kerala","MCI","₹4.16 L / yr MBBS - avg fee",,"2.7 / 5 1 reviews"
"K.J. Somaiya Medical College & Research Centre - [KJSMC], Mumbai","","Mumbai, Maharashtra","MCI","₹7.38 L / yr MBBS - avg fee",,"3.3 / 5 3 reviews"
"KMCT Medical College Manassery, Kozhikode","","Kozhikode, Kerala","MCI","₹5 L / yr MBBS - avg fee",,""
"KVG Medical College and Hospital, Sullia","","Sullia, Karnataka","MCI","₹3.17 L / yr MBBS - avg fee",,"3.6 / 5 1 reviews"
"Kanyakumari Government Medical College, Nagapattinam","","Nagapattinam, Tamil Nadu","MCI","₹12.3 K / yr MBBS - avg fee",,""
"Karnataka Institute of Medical Sciences - [KIMS], Hubli","","Hubli, Karnataka","MCI","₹22 K / yr MBBS - avg fee",,"4 / 5 3 reviews"
"Karpaga Vinayaga Institute of Medical Sciences and Research Center - [KIMS & RC], Chennai","","Chennai, Tamil Nadu","DCI","-- MD",,""
"Karuna Medical College, Chittur","","Chittur, Kerala","MCI","₹5 L / yr MBBS - avg fee",,""
"Kasturba Medical College - [KMC], Manipal","","Manipal, Karnataka","MCI, UGC","₹11.5 L / yr MBBS - avg fee",,"4.5 / 5 5 reviews"
"Katihar Medical College, Katihar","","Katihar, Bihar","MCI","₹11.4 L / yr MBBS - avg fee",,""
"Kempegowda Institute of Physiotherapy - [KIPT], Bangalore","","Bangalore, Karnataka","IAP","₹55.6 K / yr Bachelor of Physio...",,""
"Khaja Bandanawaz Institute of Medical Sciences - [KBNIMS], Gulbarga","","Gulbarga, Karnataka","MCI","₹43.1 K / yr MBBS - avg fee",,""
"Lifesupporters Institute of Health Science - [LIHS], Mumbai","","Mumbai, Maharashtra","","-- PG Diploma in Medi...",,
"Lotus Clinical Research Academy - [LCRA], Chennai","","Chennai, Tamil Nadu","UGC","-- PG Diploma in Medi...",,
"MA Rangoonwala College of Physiotherapy and Research, Pune","","Pune, Maharashtra","MCI","₹80 K / yr Bachelor of Physio...",,""
"MES Medical College and Hospital, Malappuram","","Malappuram, Kerala","MCI","₹5.29 L / yr MBBS - avg fee",,"3.3 / 5 1 reviews"
"M. P. Shah Government Medical College, Jamnagar","","Jamnagar, Gujarat","MCI","-- MBBS",,""
"Mahadevappa Rampure Medical College, Gulbarga","","Gulbarga, Karnataka","MCI","₹3.57 L / yr MBBS - avg fee",,""
"Maharani Laxmi Bai Medical College, Jhansi","","Jhansi, Uttar Pradesh","MCI","₹36.4 K / yr MBBS - avg fee",,"3.4 / 5 2 reviews"
"Mahatma Gandhi Medical College and Research Institute - [MGMCRI], Pondicherry","","Pondicherry, Puducherry","UGC","₹75 K / yr B.Sc (Medicine) - ...",,"4.5 / 5 1 reviews"
"Mahatma Gandhi Memorial Medical College, Jamshedpur","","Jamshedpur, Jharkhand","MCI","₹7.2 K / yr MBBS - avg fee",,""
"Malankara Orthodox Syrian Church Medical College / MOSC Medical College Kolenchery, Ernakulam","","Ernakulam, Kerala","MCI","₹6.82 L / yr MBBS - avg fee",,"3.9 / 5 1 reviews"
"Mandya Institute of Medical Sciences(Autonomous) - [MIMS], Mandya","","Mandya, Karnataka","MCI","₹31.7 K / yr MBBS - avg fee",,""
"Mangala College of Para Medical Sciences, Mangalore","","Mangalore, Karnataka","AICTE","-- UG Diploma in Medi...",,
"Manipal University, School of Allied Health Sciences, Manipal","","Manipal, Karnataka","RCI","₹1.37 L / yr B.Sc (Medicine) - ...",,"4.1 / 5 1 reviews"
"Mata Gujari Institute of Para Medical Science, Panchkula","","Panchkula, Haryana","AICTE","-- B.Sc (Medicine)",,""
"Medical College, Vadodara","","Vadodara, Gujarat","","-- M.Ch",,"3.8 / 5 1 reviews"
"Meenakshi Medical College and Research Institute, Maher University, Kanchipuram","","Kanchipuram, Tamil Nadu","RCI","₹1.75 L / yr MBBS - avg fee",,""
"MES Academy of Medical Sciences - [MESAMS] Malaparamba, Malappuram","","Malappuram, Kerala","MCI","₹28.9 K / yr MBBS - avg fee",,""
"Midnapore Medical College & Hospital - [MMC], Medinipur","","Medinipur, West Bengal","MCI","₹1.36 K / yr MBBS - avg fee",,"3.9 / 5 3 reviews"
"Mohamed Sathak A.J College of Physiotherapy, Chennai","","Chennai, Tamil Nadu","IAP","₹51.3 K / yr Bachelor of Physio...",,""
"Muzaffarnagar Medical College - [MMC], Muzaffarnagar","","Muzaffarnagar, Uttar Pradesh","MCI","₹10.8 L / yr MBBS - avg fee",,"4.1 / 5 3 reviews"
"Mysore Medical College - [MMC], Mysore","","Mysore, Karnataka","MCI","₹16.7 K / yr MBBS - avg fee",,"3.4 / 5 3 reviews"
"Nandha College of Physiotherapy, Erode","","Erode, Tamil Nadu","","₹24.9 K / yr Bachelor of Physio...",,"4.8 / 5 1 reviews"
"Narayana Medical College and Hospital, Nellore","","Nellore, Andhra Pradesh","NAAC-A","-- MBBS",,"3.9 / 5 3 reviews"
"National Heart Institute and Research Centre - [NHI], New Delhi","","New Delhi, Delhi NCR","MCI","₹70 K / yr Diplomate National...",,
"National Institute of Health and Family Welfare- [NIHFW], New Delhi","","New Delhi, Delhi NCR","MCI","₹15.6 K / yr MD - avg fee",,
"National Institute of Ophthalmology-[NIO] Aundh, Pune","","Pune, Maharashtra","AICTE","-- Diplomate National...",,""
"National Institute of Pathology - [IOP], New Delhi","","New Delhi, Delhi NCR","MCI","-- Diplomate National...",,
"Swami Vivekanand National Institute of Rehabilitation Training and Research - [SVNIRTAR], Cuttack","","Cuttack, Orissa","AICTE, NBA","₹17.1 K / yr Bachelor of Physio...",,""
"National Institute of Unani Medicine - [NIUM], Bangalore","","Bangalore, Karnataka","CCIM","₹20.4 K / yr MD - avg fee",,"4.3 / 5 1 reviews"
"National Jalma Institute of Leprosy and other Mycobacterial Diseases, Agra","","Agra, Uttar Pradesh","AICTE","-- MD",,
"Navodaya College of Paramedical Sciences, Raichur","","Raichur, Karnataka","PCI","-- B.Sc (Medicine)",,""
"Navodaya College of Physiotherapy, Raichur","","Raichur, Karnataka","PCI","₹1.5 L / yr Master of Physioth...",,
"Navodaya Medical College, Raichur","","Raichur, Karnataka","MCI","₹3.25 L / yr MBBS - avg fee",,"3.1 / 5 1 reviews"
"Netaji Subash Chandra Bose Medical College - [NSCBMC], Jabalpur","","Jabalpur, Madhya Pradesh","MCI","-- MBBS",,"3.9 / 5 1 reviews"
"PG College of Nursing, Bhilai","","Bhilai, Chhattisgarh","INC","₹75 K / yr B.Sc (Nursing) - a...",,
"Dr DY Patil College of Physiotherapy, Pune","","Pune, Maharashtra","AICTE, NAAC-A","₹1.45 L / yr Bachelor of Physio...",,""
"Padmashree Institute of Physiotherapy, Bangalore","","Bangalore, Karnataka","IAP","₹8.25 K / yr Bachelor of Physio...",,"3.9 / 5 1 reviews"
"Parul Institute of Physiotherapy, Vadodara","","Vadodara, Gujarat","IAP","₹96 K / yr Bachelor of Physio...",,""
"Patliputra Medical College & Hospital - [PMCH], Dhanbad","","Dhanbad, Jharkhand","MCI","-- MBBS",,""
"People's College of Medical Sciences & Research Centre - [PCMS], Bhopal","","Bhopal, Madhya Pradesh","MCI","₹4.3 L / yr MBBS - avg fee",,"3.3 / 5 3 reviews"
"PK DAS Institute of Medical Sciences - [PKDIMS], Ottapalam","","Ottapalam, Kerala","MCI","₹7.55 L / yr MBBS - avg fee",,
"Pondicherry Institute of Medical Sciences - [PIMS], Pondicherry","","Pondicherry, Puducherry","MCI","₹18 L / yr MBBS - avg fee",,""
"Pushpagiri Institute of Medical Sciences and Research Centre, Thiruvalla","","Thiruvalla, Kerala","MCI","₹4.42 L / yr MBBS - avg fee",,""
"RV College of Physiotherapy, Bangalore","","Bangalore, Karnataka","PCI, AICTE","₹56.9 K / yr Bachelor of Physio...",,""
"RVS College of Physiotherapy, Coimbatore","","Coimbatore, Tamil Nadu","PCI, AICTE","₹24.9 K / yr Bachelor of Physio...",,""
"Raichur Institute of Medical Sciences - [RIMS], Raichur","","Raichur, Karnataka","MCI","₹15.2 K / yr MBBS - avg fee",,
"Regional Cancer Centre - [RCC], Thiruvananthapuram","","Thiruvananthapuram, Kerala","MCI","₹1.17 L / yr M.Ch - avg fee",,""
"UP Rural Institute of Medical Sciences & Research, Etawah","","Etawah, Uttar Pradesh","MCI","₹24 K / yr MBBS - avg fee",,""
"SDM College of Naturopathy and Yogic Sciences - [SDMCNYS] Ujire, Dakshin Kannada","","Dakshin Kannada, Karnataka","","₹50 K / yr MD - avg fee",,
"SN Medical College - [SNMC], Agra","","Agra, Uttar Pradesh","MCI","₹29.9 K / yr MBBS - avg fee",,"3.8 / 5 5 reviews"
"SS Institute of Medical Sciences and Research Centre, Davanagere","","Davanagere, Karnataka","MCI","₹3.17 L / yr MBBS - avg fee",,""
"Samarpan Institute of Nursing and Paramedical Sciences - [SINPS], Lucknow","","Lucknow, Uttar Pradesh","","₹34.5 K / yr UG Diploma in Medi...",,
"Sanjay Gandhi Institute of Trauma and Orthopaedic - [SGITO], Bangalore","","Bangalore, Karnataka","AICTE","₹50 K / yr B.Sc (Medicine) - ...",,
"Sanjeevni Institute of Paramedical Sciences, Panchkula","","Panchkula, Haryana","","₹80 K / yr UG Diploma in Medi...",,""
"Santosh Medical College, Ghaziabad","","Ghaziabad, Uttar Pradesh","MCI, UGC","₹17 L / yr MBBS - avg fee",,"3.1 / 5 2 reviews"
"Sarvajanik College of Physiotherapy, Surat","","Surat, Gujarat","AICTE","-- Bachelor of Physio...",,""
"Sarvodaya Hospital and Research Center, Faridabad","","Faridabad, Haryana","MCI","-- MBBS",,
"Saveetha College of Physiotherapy, Chennai","","Chennai, Tamil Nadu","IAP","₹71.2 K / yr Bachelor of Physio...",,""
"Saveetha Medical College, Chennai","","Chennai, Tamil Nadu","MCI","₹36.7 K / yr B.Sc (Medicine) - ...",,"4.6 / 5 2 reviews"
"School of Regenerative Medicine - [SORM], Bangalore","","Bangalore, Karnataka","PCI, AICTE","-- M.Sc (Medicine)",,
"Sher-i-Kashmir Institute of Medical Sciences - [SKIMS], Srinagar","","Srinagar, Jammu and Kashmir","MCI, UGC","-- B.Sc (Medicine)",,""
"Shimoga Institute of Medical Sciences - [SIMS], Shimoga","","Shimoga, Karnataka","MCI","₹18.3 K / yr MBBS - avg fee",,"3.9 / 5 1 reviews"
"Shri Guru Ram Rai Institute of Medical and Health Sciences, Dehradun","","Dehradun, Uttarakhand","MCI","₹5.33 L / yr MBBS - avg fee",,"3.4 / 5 1 reviews"
"Shri JG CoOperative Hospital and Research Institute, Bangalore","","Bangalore, Karnataka","CCIM","-- BAMS",,""
"Shri Sathya Sai Medical College and Research Institute - [SSSMCRI], Kanchipuram","","Kanchipuram, Tamil Nadu","MCI","-- MBBS",,
"Siddhartha Medical College, Vijayawada","","Vijayawada, Andhra Pradesh","MCI","₹18.1 K / yr MBBS - avg fee",,"3.1 / 5 4 reviews"
"Sikkim Manipal College of Physiotherapy - [SMCPT], Gangtok","","Gangtok, Sikkim","IAP","₹98.3 K / yr Bachelor of Physio...",,""
"Sree Chitra Tirunal Institute for Medical Sciences and Technology - [SCTIMST], Trivandrum","","Trivandrum, Kerala","MCI, UGC","₹1.09 L / yr M.Ch - avg fee",,"0.9 / 5 1 reviews"
"Sree Gokulam Medical College and Research Foundation - [SGMCRF], Thiruvananthapuram","","Thiruvananthapuram, Kerala","MCI","₹10 L / yr MBBS - avg fee",,""
"Sree Lakshmi Narayana Institute of Medical Sciences, Pondicherry","","Pondicherry, Puducherry","MCI","₹75 K / yr B.Sc (Medicine) - ...",,""
"Sree Narayana Institute of Medical Sciences Chalakka - [SNIMS], Ernakulam","","Ernakulam, Kerala","MCI","₹7.27 L / yr MBBS - avg fee",,"4.8 / 5 2 reviews"
"Sree Siddhartha Medical College and Research Centre - [SSMC], Tumkur","","Tumkur, Karnataka","MCI, UGC","₹4.97 L / yr MBBS - avg fee",,""
"Sri Guru Nanak Dev Homoeopathic Medical College, Ludhiana","","Ludhiana, Punjab","CCH","-- BHMS",,""
"Sri Manakula Vinayagar Medical College and Hospital - [SMVMCH], Pondicherry","","Pondicherry, Puducherry","MCI","₹20 L / yr MBBS - avg fee",,"4.4 / 5 5 reviews"
"Sri Sairam Siddha Medical College and Research Centre - [SSSMCRC], Chennai","","Chennai, Tamil Nadu","CCH, CCIM","₹7.77 K / yr BAMS - avg fee",,
"Srinivas College Of Physiotherapy And Research Centre - [SCPT], Mangalore","","Mangalore, Karnataka","IAP","₹8.25 K / yr Bachelor of Physio...",,""
"Srinivas Institute of Medical Sciences and Research Centre, Mangalore","","Mangalore, Karnataka","MCI","₹3.57 L / yr MBBS - avg fee",,"4.1 / 5 1 reviews"
"State Institute of Health and Family Welfare, Ahmedabad","","Ahmedabad, Gujarat","","-- MBBS",,
"Surat Municipal Institute of Medical Education & Research - [SMIMER], Surat","","Surat, Gujarat","MCI","₹4.34 L / yr MBBS - avg fee",,"4 / 5 3 reviews"
"Swami Vivekanand National Institute of Rehabilitation Training & Research - [SVNIRTAR], Cuttack","","Cuttack, Orissa","AICTE","-- Bachelor of Physio...",,""
"Swatantra Institute of Physiotherapy and Rehabilitation, Rajahmundhry","","Rajahmundhry, Andhra Pradesh","","-- Bachelor of Physio...",,""
"Tata Memorial Centre - [TMC], Mumbai","","Mumbai, Maharashtra","MCI","-- Diplomate National...",,""
"Teerthanker Mahaveer Medical College and Research Center, Moradabad","","Moradabad, Uttar Pradesh","MCI","₹14.9 L / yr MBBS - avg fee",,""
"Thammineni Institute of Medical Science - [TIMS], Vijayawada","","Vijayawada, Andhra Pradesh","UGC","₹12 K / yr UG Diploma in Medi...",,
"Thomas Mar Athanasius Institute of Counseling - [TMAIC], Kottayam","","Kottayam, Kerala","AICTE","₹53 K / yr UG Certificate in ...",,
"Government Thoothukudi Medical College, Thoothukudi","","Thoothukudi, Tamil Nadu","MCI","₹40.5 K / yr MBBS - avg fee",,""
"Tripura Medical College, West Tripura","","West Tripura, Tripura","MCI","₹4.37 L / yr MBBS - avg fee",,""
"Westfort Institute of Paramedical Science - [WIMS], Thrissur","","Thrissur, Kerala","PCI","₹50 K / yr B.Sc (Medicine) - ...",,""
"Z.V.M. Unani Medical College and Hospital, Pune","","Pune, Maharashtra","CCIM","-- MD",,""
"Zulfequar Haider Unani Medical College and Hospital, Siwan","","Siwan, Bihar","CCIM","₹1.21 L / yr UG Diploma in Medi...",,
